id_entidad,periodo,target,var_score_riesgo,var_ratio_endeudamiento,var_meses_antiguedad,var_utilizacion_linea,var_n_atrasos_12m,var_monto_deuda,var_ingreso_estimado,var_no_monotona,var_fija_entidad,var_inestable_tiempo,cat_sector,cat_region,cat_segmento,cat_alta_cardinalidad,var_constante,var_casi_constante,var_cv_bajo,var_muchos_ceros,var_muchos_nulos,var_ruido_1,var_ruido_2,var_ruido_3,var_ruido_4,var_ruido_5,var_clon_score,var_combinacion_lineal,var_fuga,var_texto_numerico
ENT_0002,2023-06,0,430.58754081144485,0.23585510211289118,11.584253110146822,0.07119516619485944,0,6998.945848070721,608296.5411085909,-0.5139129080045233,101.06348173157342,0.7245256726661702,AGRO,SUR,PREFERENTE,SUC_063,7.0,1,999999.9872007507,0.0,,-1.028006728469993,1.6329169606972487,0.09539208702603545,-0.32933887071868884,0.3657539533224143,437.83253564089114,0.17006932628158092,0.11853284413027461,7.0
ENT_0002,2023-07,0,441.39760728222893,0.16457077440024367,12.584253110146822,0.14371401940832695,0,5465.185042542034,505819.89412989456,-0.5095897214057037,101.06348173157342,3.331169256653219,AGRO,CENTRO,PREFERENTE,SUC_117,7.0,1,1000000.0139322225,0.0,,1.7283909409004723,-0.4981713200095237,-1.0676703153615086,0.1646932517741153,-0.13181143844227866,451.840095265426,0.16186303439609886,0.27545647403768064,5.47
ENT_0002,2023-08,0,450.6505364237095,0.23311821546236536,13.584253110146822,0.2800376580206008,0,10724.689064653548,352724.3853384453,0.7139458501836136,101.06348173157342,1.4923679510326164,AGRO,SUR,PREFERENTE,SUC_168,7.0,1,1000000.0288751546,0.0,,-0.32973576228854057,-2.880872636622839,0.10187374817543994,1.1760794646802102,-0.7858907542822012,460.6126450771075,0.26402125866027537,0.21629782253066412,10.72
ENT_0002,2023-09,0,475.6905791100353,0.2643987963996411,14.584253110146822,0.13827599239317034,1,16909.45547411762,432499.8238842574,-0.09725614504144647,101.06348173157342,3.2071823793852987,AGRO,CENTRO,PREFERENTE,SUC_169,7.0,1,999999.9946622382,0.0,,0.8025386002052664,1.593048968147397,-1.5805064894208443,1.21951637388493,0.5316855293534868,485.939226399882,0.2132812884038451,-0.023188850283892476,16.91
ENT_0002,2023-10,0,494.62019940471987,0.13471522417411297,15.584253110146822,0.27315085013830603,1,7445.842809954187,437896.79522543296,-0.7158180058134892,101.06348173157342,5.424264238472569,AGRO,CENTRO,PREFERENTE,SUC_144,7.0,1,999999.9969621972,0.0,,1.3547830628135782,0.9908343037642942,-0.9619517810137852,-0.48565572682863367,-1.7479871079456,505.43644573187805,0.18142626115611293,-0.2970647106967815,7.45
ENT_0002,2023-11,0,413.04641574114424,0.24955043829695794,16.584253110146822,0.44950156619426307,0,3673.004630872577,505127.52889287745,-0.6678988756030151,101.06348173157342,3.586112955901033,AGRO,CENTRO,PREFERENTE,SUC_134,7.0,1,999999.9715394134,0.0,,-0.6781842185880665,-0.7424248138366069,-1.056042999686161,-1.071051461857218,1.8609762104201755,420.58486874751577,0.32646652512856433,0.15840601459879874,3.67
ENT_0002,2023-12,0,453.4216403320682,0.2515889279011126,17.584253110146822,0.26247526001798116,1,5495.613490598626,529432.5511773513,0.0012137785127158557,101.06348173157342,6.74678052349227,AGRO,CENTRO,PREFERENTE,SUC_011,7.0,1,1000000.0662642493,0.0,,0.46039770896454774,-1.1212987164002584,-0.5508833769533478,-0.2145174285417243,0.3182089954176424,464.3374999755779,0.26489698417590507,-0.1843800966763779,5.5
ENT_0002,2024-01,0,413.58735514663186,0.3547676222739334,18.584253110146822,0.06758168132896142,0,9697.816226096542,502554.1911101486,-0.8491987547661296,101.06348173157342,3.1424493389804353,AGRO,NORTE,PREFERENTE,SUC_104,7.0,1,999999.9943571213,0.0,,2.1636849834065157,-1.1294991296526502,-0.41909916683851817,-0.6410622385321038,0.6924161750828711,419.67937521181267,0.2395470947736494,0.041307624615057784,9.7
ENT_0002,2024-02,1,447.4683808371503,0.16368807130993843,19.584253110146822,0.1403876273302741,1,6178.23474600086,520574.4060033688,0.6683691988016075,101.06348173157342,6.894267895751858,AGRO,CENTRO,PREFERENTE,SUC_049,7.0,1,1000000.0271250966,0.0,,1.5801175551416937,-1.0048519554418496,-1.9194790204896701,-1.490926424610605,2.817008583378465,457.0497662518366,0.15249273710462083,0.7794678494269265,6.18
ENT_0002,2024-03,0,428.3237873583771,0.2760974394974511,20.584253110146822,0.20775449010246944,0,5123.515822784145,446431.3526650216,1.195086517898015,101.06348173157342,4.915876174122888,AGRO,CENTRO,PREFERENTE,SUC_076,7.0,1,999999.9846197419,0.0,,-2.0773323309237224,0.4545018087064859,-0.7531903851833569,1.0186182252127949,0.10861340488629742,435.8604491725981,0.25963870457615684,0.14869307275624113,5.12
ENT_0002,2024-04,0,381.828307979382,0.2790800355611897,21.584253110146822,0.1997349644725418,0,5024.22423673776,520598.74006781465,0.973848027928725,101.06348173157342,6.555677373744484,AGRO,CENTRO,PREFERENTE,SUC_153,7.0,1,999999.9708643099,0.0,,0.5057013920715395,0.7547164854402892,0.036141987482132695,-1.3732769668924212,-0.36705628222423253,390.1040856483549,0.2620218621903378,-0.13601010260377702,5.02
ENT_0002,2024-05,0,446.80837841478234,0.39000782835122283,22.584253110146822,0.26024484016581106,0,7857.816547800701,387943.8157166763,2.9111017727669393,101.06348173157342,7.415744387074759,AGRO,NORTE,PREFERENTE,SUC_038,7.0,1,999999.9862538001,0.0,,1.461165726722442,-2.3033053475249536,-1.528649220290628,0.09708962266846471,0.24491259677090357,454.0693589554029,0.33328699110664367,-0.21294347208567402,7.86
ENT_0002,2024-06,0,404.475935805352,0.3297546010211683,23.584253110146822,0.2794963318012689,1,3781.160036397373,341446.52624552365,0.41082902698931667,101.06348173157342,7.367699444180071,AGRO,NORTE,PREFERENTE,SUC_135,7.0,1,1000000.0026607224,0.0,,1.0804157314691072,-0.273656932572645,-0.6037366643202342,0.1564387430636165,1.0199230261841294,414.1358589409217,0.31250100109158735,-0.3782920915791178,3.78
ENT_0003,2023-02,0,564.2832614661452,0.5414361519786094,34.67295869536741,0.5996438793507441,0,21005.884336671446,340166.0392702835,0.18380527207591565,129.1746123539532,-1.000801426673707,COMERCIO,CENTRO,PREFERENTE,SUC_034,7.0,1,999999.9860070879,0.0,,1.5316987939658484,-1.2293491873600524,-1.9234240168711931,-0.03491498901705518,-0.7503041283428228,575.2089972509539,0.5557318690989399,-0.06679604007089796,21.01
ENT_0003,2023-03,0,570.6699898311986,0.4763656056518959,35.67295869536741,0.4618269055361822,2,16489.24125051163,516181.2154986071,-0.2784216868110171,129.1746123539532,2.3149783335922614,COMERCIO,NORTE,PREFERENTE,SUC_081,7.0,1,999999.9901293712,0.0,,0.14514276987268943,0.8567462919258455,-0.565452130999842,0.858554462182034,-0.29005727683180826,582.8409492072353,0.46265966680001386,-0.1297331864575606,16.49
ENT_0003,2023-04,0,593.7243327657604,0.5318573240042894,36.67295869536741,0.7385469747911195,1,12625.333103879262,276499.64787127974,0.11912547439533051,129.1746123539532,0.1201907918878129,COMERCIO,NORTE,PREFERENTE,SUC_088,7.0,1,1000000.0020818636,0.0,,2.8930955671807563,-2.1365597653091237,0.06077236179161368,0.21918510669936772,-0.016525288121982513,608.2616780247763,0.6074354226677076,-0.021661200824590797,12.63
ENT_0003,2023-05,0,574.2959632249773,0.5002963985893002,37.67295869536741,0.7516531883750143,2,31921.331750303587,618840.1226271817,0.1663760099119975,129.1746123539532,0.5692949431605439,COMERCIO,CENTRO,PREFERENTE,SUC_059,7.0,1,999999.9835142195,0.0,,-0.8249900598447505,-0.6381594618786132,1.0461609267403524,-0.7683600718583122,-0.08183779569956033,584.8470737753656,0.6088552467230472,0.05598865100269754,31.92
ENT_0003,2023-06,0,583.2436218054495,0.5952389415794916,38.67295869536741,0.6279834104420078,4,11081.109230588643,307511.7382573944,-0.12361449181231317,129.1746123539532,2.1527651150736067,COMERCIO,CENTRO,PREFERENTE,SUC_033,7.0,1,999999.989873548,0.0,,0.3759720976507113,0.7818530546431296,1.5575881647811607,0.9746735739714424,-0.715071267772147,593.4588461893326,0.6102331603735955,0.09325986428433618,11.08
ENT_0003,2023-07,0,580.0751180966085,0.45182737531479145,39.67295869536741,0.570522911736216,1,21817.706833194377,423443.4116768402,-1.0825158607693193,129.1746123539532,2.003171400757862,COMERCIO,CENTRO,PREFERENTE,SUC_088,7.0,1,999999.9776262633,205.36964396474198,,-0.5215159756455645,-0.2256367488106132,0.5494717028984745,-0.1725459259331655,-0.05698842773523842,591.0751381878413,0.49602445316930743,-0.2487158194064258,21.82
ENT_0003,2023-08,0,600.0436131365916,0.49742249688516893,40.67295869536741,0.6747958074671788,2,28007.76502912484,303228.8783023846,-0.979435122439415,129.1746123539532,3.9885824328868744,COMERCIO,SUR,PREFERENTE,SUC_106,7.0,1,1000000.0151308782,0.0,,1.3594945264884308,-1.0703558722599154,1.7456627711621915,0.7025052619311235,-0.8209957003772603,613.9766922735628,0.5447917486325112,0.12621420577420348,28.01
ENT_0003,2023-09,0,554.457417976778,0.5969795095440068,41.67295869536741,0.5747606615197478,2,21687.822607034526,315484.22737560346,1.1331802982849402,129.1746123539532,3.066431501571799,COMERCIO,NORTE,PREFERENTE,SUC_094,7.0,1,999999.9730575592,0.0,,0.1336685469474044,0.3310887339296289,2.0761089427836406,0.3933015625929002,1.1521772947070201,564.837838979418,0.6008515807552124,0.1428619931805561,21.69
ENT_0003,2023-10,0,522.1056263272442,0.6608841666558158,42.67295869536741,0.35340516770799335,1,35128.9155034415,290055.39635320887,0.8341297218456774,129.1746123539532,4.048823150982267,COMERCIO,CENTRO,PREFERENTE,SUC_015,7.0,1,999999.99330641,0.0,,-1.755883044887049,-1.2163149551715238,0.47189114414463085,0.26016413425825086,0.6837694324010751,531.3529874422645,0.5637907860533997,-0.47619990059597195,35.13
ENT_0003,2023-11,1,581.707632162687,0.4309434135154184,43.67295869536741,0.6677071531179875,0,12110.401760238849,258990.43516058178,1.778744210761901,129.1746123539532,4.614493068883868,COMERCIO,NORTE,PREFERENTE,SUC_110,7.0,1,1000000.0101742762,0.0,,-1.7946604660651362,0.869085764700385,-0.6558930782612467,-0.2892488402226343,2.856012479848432,590.3661353119528,0.5220208826267894,0.9456175270916732,12.11
ENT_0003,2023-12,0,542.7398674459561,0.6912942003644914,44.67295869536741,0.7071604163982408,2,14141.047617354006,402906.5318477261,-0.39276204023191363,129.1746123539532,5.923799702286792,COMERCIO,NORTE,PREFERENTE,SUC_047,7.0,1,1000000.0117069175,0.0,,-1.6411237376461645,-1.3077518038184364,-0.23346522596855446,-0.41894051721629144,-0.43960311521746376,553.0545952621945,0.6938580875138904,0.12984089620616474,14.14
ENT_0003,2024-01,0,574.891882862822,0.5952717562552019,45.67295869536741,0.773020706806811,1,16402.563777391566,299457.824399363,-0.4860394464174578,129.1746123539532,4.872309328635504,COMERCIO,CENTRO,PREFERENTE,SUC_113,7.0,1,999999.9768137229,0.0,,-1.8431371540008494,1.1542078671171436,0.002712512801951293,-0.3055738236886471,-0.9206318679217944,585.7802134339298,0.658346327810272,-0.09399887322363937,16.4
ENT_0003,2024-02,0,552.6114995779492,0.48320996790956094,46.67295869536741,0.5123992260069836,1,88748.49272590595,385200.0932271959,-1.149186484760195,129.1746123539532,4.178212022820679,COMERCIO,SUR,PREFERENTE,SUC_015,7.0,1,1000000.0152844002,0.0,,0.789983645270062,0.982039929508382,0.6113190669978491,-0.5947151228998053,0.11353780813406887,564.254296756597,0.4822876072724023,-0.21251062136447169,88.75
ENT_0003,2024-03,0,535.7486334933038,0.4149602663129086,47.67295869536741,0.6272300770646443,3,25368.406423349727,393771.2536387548,1.0559475806987009,129.1746123539532,5.490372032819514,COMERCIO,CENTRO,PREFERENTE,SUC_011,7.0,1,1000000.0090775443,167.0101766206374,,-0.49289584808229386,2.0736300633835687,-1.672956697600086,2.0485994954945985,0.5319177400209023,546.4633335911295,0.5124033567618878,0.027941903686823616,25.37
ENT_0003,2024-04,0,543.7464690995448,0.5280241906385826,48.67295869536741,0.6298261861036494,2,27598.19358548626,458946.4486462073,-0.8921296694243065,129.1746123539532,7.887306580055242,COMERCIO,CENTRO,PREFERENTE,SUC_166,7.0,1,1000000.013059873,0.0,,0.1960988983814038,-0.5450048881034897,-0.3004172225861913,0.12795656757979162,-0.9783648166442218,553.6925524377992,0.5862078135924271,-0.23361700069377192,27.6
ENT_0003,2024-05,0,579.802385751545,0.6437018753359841,49.67295869536741,0.6103361463257492,4,27085.546138538804,340693.53498278756,-0.030853495326057852,129.1746123539532,7.548060867995757,COMERCIO,CENTRO,PREFERENTE,SUC_028,7.0,1,999999.997525516,0.0,,0.6348126758520329,0.21665228809232778,0.2924427795523887,-0.6778692105937507,0.72499032183607,589.8549662313759,0.6395788415932239,0.18467846193919396,27.09
ENT_0003,2024-06,0,578.9515849747313,0.6504683525985403,50.67295869536741,0.6138729637556373,2,20914.90340237961,190821.90657791047,0.31322339273398947,129.1746123539532,7.2795883964834935,COMERCIO,CENTRO,PREFERENTE,SUC_032,7.0,1,1000000.0087904371,0.0,,-1.5505162498053104,-1.2942045552680137,0.3566893736096189,0.5297864884631895,-0.9502846435981384,590.6413142461939,0.6286089475244427,0.006224716138971292,20.91
ENT_0004,2023-01,0,608.1684113617923,0.5636256793800702,29.803191783126255,0.6425692651234788,0,35938.25416801829,260093.66387714163,-1.5634722382965311,65.05360046270832,0.061120466466714145,SERVICIOS,CENTRO,MASIVO,SUC_049,7.0,1,1000000.0118747988,0.0,,-0.4600747560751731,1.4162938838456942,-0.0028320255159531506,1.3668938340962493,0.3316919163964818,619.8113781718829,0.6001670008990183,0.278758638211923,35.94
ENT_0004,2023-02,0,606.4386478163997,0.4908375465211511,30.803191783126255,0.6635228714681809,4,9659.274031782907,284161.6196075444,0.7769382201244142,65.05360046270832,0.18436852404739867,SERVICIOS,SUR,MASIVO,SUC_093,7.0,1,1000000.0495139408,0.0,,2.2628532506428516,-0.22170691381788257,-1.1458047007585777,-0.6757421874267112,-0.12876818278621288,619.0155891094415,0.5565097848165332,-0.10980885754298976,9.66
ENT_0004,2023-03,0,625.3398869201325,0.46173881069918654,31.803191783126255,0.7269946673576853,1,25385.902038467237,287386.5151314388,1.0100631773167834,65.05360046270832,1.687691319350813,SERVICIOS,NORTE,MASIVO,SUC_062,7.0,1,999999.9655284398,0.0,,1.2694638151808815,1.4326894383320106,-0.03285353702771198,0.674892132723141,1.9231841956719593,637.2554778600608,0.5813450909803295,0.1259824543747305,25.39
ENT_0004,2023-04,0,573.2923571642891,0.520385601814156,32.80319178312625,0.7845474462283608,1,27173.79795899534,425226.57784665196,0.27678475760595816,65.05360046270832,1.6874774620514295,SERVICIOS,CENTRO,MASIVO,SUC_032,7.0,1,1000000.0081803139,0.0,,0.6185572703230003,1.0887491934455147,-0.9286476088631964,0.13459243613367722,-0.33128818322639597,584.7929510539667,0.6403820318055995,0.026730992618751052,27.17
ENT_0004,2023-05,0,598.7606422989292,0.5616543690342289,33.80319178312625,0.5473530527950063,0,35443.75933537474,402611.33614661905,-0.0867998008621701,65.05360046270832,1.5211157138207183,SERVICIOS,SUR,MASIVO,SUC_103,7.0,1,1000000.0145054306,0.0,,0.4934826122009739,-0.1887697441229008,-1.1341866227522288,-1.953367261418096,0.2982729984200285,610.78892841139,0.541715970431306,-0.12757544750588773,35.44
ENT_0004,2023-06,0,585.7873117846264,0.585455744597288,34.80319178312625,0.6174367807036609,4,13323.088427680666,274137.3472446646,-0.03227479930744325,65.05360046270832,3.1676599189188597,SERVICIOS,CENTRO,MASIVO,SUC_023,7.0,1,1000000.005910439,0.0,,-0.024605704807944332,-0.004264608455750042,1.779615899754126,-1.2438191774939364,-1.576877172476008,596.5470037708269,0.6001363044938406,-0.15351232437952414,13.32
ENT_0004,2023-07,0,590.2815882699117,0.5240601200013502,35.80319178312625,0.587399968891724,4,13771.69838643132,,1.4002116388504822,65.05360046270832,3.8768051070535448,SERVICIOS,SUR,MASIVO,SUC_110,7.0,1,1000000.0202234007,0.0,,-1.0031309690196353,-0.0902567402790468,-1.8663319643678922,-0.6480570816366538,-0.5455083983746366,601.9514058823462,0.5651275329515114,0.12533301577301165,13.77
ENT_0004,2023-08,0,557.5996628347376,0.6524029179738937,36.80319178312625,0.5702322604142358,1,14169.048881264542,257869.35052695108,0.05333272233347644,65.05360046270832,2.230655651710065,SERVICIOS,CENTRO,MASIVO,SUC_000,7.0,1,1000000.0191692769,0.0,,1.7625306854932623,-0.02855172389612716,0.06243641801571319,-0.5883619489880918,0.007460347917596227,569.8032861848162,0.6129685285071468,0.16074838178620193,14.17
ENT_0004,2023-09,0,534.6946956507486,0.5558038749297362,37.80319178312625,0.44418917344151976,2,28349.219632542827,264223.7348536746,-0.02017986623155356,65.05360046270832,2.698942392675507,SERVICIOS,NORTE,MASIVO,SUC_073,7.0,1,1000000.0071606401,0.0,,-1.7630020923484333,-0.0006138649026540601,0.7347036226461509,-0.9075956053354605,0.8046393679947564,545.4637869152781,0.5202967700601372,0.14809873106665353,28.35
ENT_0004,2023-10,0,518.6092970836905,0.5484214335876753,38.80319178312625,0.6410196379805984,0,28531.77772026064,206310.86066208637,-0.686637122309759,65.05360046270832,6.450994899638321,SERVICIOS,CENTRO,MASIVO,SUC_014,7.0,1,999999.9979982461,0.0,,-1.502149098185013,-1.0833825960384749,0.9480722651035398,-0.1900603839233567,-0.20023685273337458,529.1238194875024,0.590886024252467,-0.08986109232456369,28.53
